model_family,dataset,baseline_run_id,baseline_accuracy,baseline_format_failure_rate,relation,pool,k,status,run_id,accuracy,format_failure_rate,delta_vs_single_turn_k0,result_json_path
llama,gpqa,run-20260324T051316Z-a0f54d2b,0.23660714285714285,0.12053571428571429,cross_domain,incorrect,2,complete,run-20260318T153820Z-7ffc75bf,0.25223214285714285,0.022321428571428572,0.015625,results/runs/llama32_3b_gpqa_stored_cross_domain_incorrect_thinking_off_k2__7ffc75bfc460b965/run-20260318T153820Z-7ffc75bf.json
llama,gpqa,run-20260324T051316Z-a0f54d2b,0.23660714285714285,0.12053571428571429,cross_domain,incorrect,4,complete,run-20260318T153627Z-5725f746,0.25669642857142855,0.006696428571428571,0.0200892857142857,results/runs/llama32_3b_gpqa_stored_cross_domain_incorrect_thinking_off_k4__5725f746b4b1b1df/run-20260318T153627Z-5725f746.json
llama,gpqa,run-20260324T051316Z-a0f54d2b,0.23660714285714285,0.12053571428571429,cross_domain,incorrect,8,complete,run-20260318T153729Z-b70deb8d,0.2544642857142857,0.0,0.01785714285714285,results/runs/llama32_3b_gpqa_stored_cross_domain_incorrect_thinking_off_k8__b70deb8da25cf171/run-20260318T153729Z-b70deb8d.json
llama,gpqa,run-20260324T051316Z-a0f54d2b,0.23660714285714285,0.12053571428571429,cross_domain,incorrect,16,complete,run-20260318T153615Z-c81a3cfa,0.2924107142857143,0.002232142857142857,0.05580357142857145,results/runs/llama32_3b_gpqa_stored_cross_domain_incorrect_thinking_off_k16__c81a3cfae7d8ec81/run-20260318T153615Z-c81a3cfa.json
llama,gsm8k,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,baseline,,0,complete,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,0.0,results/runs/llama32_3b_gsm8k_single_turn_pool_thinking_False__f13f3ce2b76306bc/run-20260317T084627Z-f13f3ce2.json
llama,gsm8k,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,same_domain,correct,2,complete,run-20260318T155832Z-e191115e,0.2357846853677028,0.009097801364670205,0.08642911296436695,results/runs/llama32_3b_gsm8k_stored_same_domain_correct_thinking_off_k2__e191115efdc000a3/run-20260318T155832Z-e191115e.json
llama,gsm8k,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,same_domain,correct,4,complete,run-20260318T155622Z-15ac403e,0.18043972706595907,0.008339651250947688,0.03108415466262321,results/runs/llama32_3b_gsm8k_stored_same_domain_correct_thinking_off_k4__15ac403e7397b84e/run-20260318T155622Z-15ac403e.json
llama,gsm8k,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,same_domain,correct,8,complete,run-20260318T155318Z-d0d36e2a,0.1068991660348749,0.00530705079605762,-0.04245640636846096,results/runs/llama32_3b_gsm8k_stored_same_domain_correct_thinking_off_k8__d0d36e2a7997d1d5/run-20260318T155318Z-d0d36e2a.json
llama,gsm8k,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,same_domain,correct,16,complete,run-20260318T155228Z-0124818a,0.09476876421531463,0.000758150113722517,-0.054586808188021224,results/runs/llama32_3b_gsm8k_stored_same_domain_correct_thinking_off_k16__0124818a2e169445/run-20260318T155228Z-0124818a.json
llama,gsm8k,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,same_domain,incorrect,2,complete,run-20260318T160018Z-da28722a,0.21076573161485973,0.009097801364670205,0.061410159211523874,results/runs/llama32_3b_gsm8k_stored_same_domain_incorrect_thinking_off_k2__da28722acdf8c61b/run-20260318T160018Z-da28722a.json
llama,gsm8k,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,same_domain,incorrect,4,complete,run-20260318T155902Z-7729df13,0.1470811220621683,0.008339651250947688,-0.00227445034116755,results/runs/llama32_3b_gsm8k_stored_same_domain_incorrect_thinking_off_k4__7729df1329d4ba31/run-20260318T155902Z-7729df13.json
llama,gsm8k,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,same_domain,incorrect,8,complete,run-20260318T155716Z-6004cd7d,0.10614101592115238,0.004548900682335102,-0.043214556482183475,results/runs/llama32_3b_gsm8k_stored_same_domain_incorrect_thinking_off_k8__6004cd7d86f8a349/run-20260318T155716Z-6004cd7d.json
llama,gsm8k,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,same_domain,incorrect,16,complete,run-20260318T155438Z-f3445c6d,0.09173616376042457,0.001516300227445034,-0.05761940864291129,results/runs/llama32_3b_gsm8k_stored_same_domain_incorrect_thinking_off_k16__f3445c6d2f5bb96d/run-20260318T155438Z-f3445c6d.json
llama,gsm8k,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,same_domain_other_dataset,correct,2,missing,,,,,
llama,gsm8k,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,same_domain_other_dataset,correct,4,missing,,,,,
llama,gsm8k,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,same_domain_other_dataset,correct,8,missing,,,,,
llama,gsm8k,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,same_domain_other_dataset,correct,16,missing,,,,,
llama,gsm8k,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,same_domain_other_dataset,incorrect,2,missing,,,,,
llama,gsm8k,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,same_domain_other_dataset,incorrect,4,missing,,,,,
llama,gsm8k,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,same_domain_other_dataset,incorrect,8,missing,,,,,
llama,gsm8k,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,same_domain_other_dataset,incorrect,16,missing,,,,,
llama,gsm8k,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,cross_domain,correct,2,complete,run-20260318T154754Z-8ddb8ba4,0.14556482183472327,0.008339651250947688,-0.003790750568612583,results/runs/llama32_3b_gsm8k_stored_cross_domain_correct_thinking_off_k2__8ddb8ba4b0b8ab17/run-20260318T154754Z-8ddb8ba4.json
llama,gsm8k,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,cross_domain,correct,4,complete,run-20260318T154714Z-3879762a,0.10614101592115238,0.003032600454890068,-0.043214556482183475,results/runs/llama32_3b_gsm8k_stored_cross_domain_correct_thinking_off_k4__3879762ac89244ed/run-20260318T154714Z-3879762a.json
llama,gsm8k,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,cross_domain,correct,8,complete,run-20260318T154843Z-134527d0,0.09401061410159212,0.003032600454890068,-0.05534495830174374,results/runs/llama32_3b_gsm8k_stored_cross_domain_correct_thinking_off_k8__134527d042d31263/run-20260318T154843Z-134527d0.json
llama,gsm8k,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,cross_domain,correct,16,complete,run-20260318T155006Z-0569950f,0.08946171341925702,0.002274450341167551,-0.05989385898407884,results/runs/llama32_3b_gsm8k_stored_cross_domain_correct_thinking_off_k16__0569950f19b42d47/run-20260318T155006Z-0569950f.json
llama,gsm8k,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,cross_domain,incorrect,2,complete,run-20260318T154906Z-1f50de1f,0.1425322213798332,0.01061410159211524,-0.0068233510235026495,results/runs/llama32_3b_gsm8k_stored_cross_domain_incorrect_thinking_off_k2__1f50de1f0fc1ac85/run-20260318T154906Z-1f50de1f.json
llama,gsm8k,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,cross_domain,incorrect,4,complete,run-20260318T154836Z-cd8b54f1,0.1023502653525398,0.006823351023502654,-0.04700530705079606,results/runs/llama32_3b_gsm8k_stored_cross_domain_incorrect_thinking_off_k4__cd8b54f1b0a4ac0c/run-20260318T154836Z-cd8b54f1.json
llama,gsm8k,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,cross_domain,incorrect,8,complete,run-20260318T155252Z-a0fea0a9,0.10538286580742987,0.0037907505686125853,-0.04397270659590599,results/runs/llama32_3b_gsm8k_stored_cross_domain_incorrect_thinking_off_k8__a0fea0a91d788480/run-20260318T155252Z-a0fea0a9.json
llama,gsm8k,run-20260317T084627Z-f13f3ce2,0.14935557240333586,0.17210007581501138,cross_domain,incorrect,16,complete,run-20260318T155106Z-31ca2973,0.09249431387414708,0.001516300227445034,-0.056861258529188774,results/runs/llama32_3b_gsm8k_stored_cross_domain_incorrect_thinking_off_k16__31ca29736abb8b4c/run-20260318T155106Z-31ca2973.json
llama,aime,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,baseline,,0,complete,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,0.0,results/runs/llama32_3b_aime_single_turn_pool_thinking_off__a02c523e388c8396/run-20260324T050441Z-a02c523e.json
llama,aime,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,same_domain,correct,2,missing,,,,,
llama,aime,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,same_domain,correct,4,missing,,,,,
llama,aime,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,same_domain,correct,8,missing,,,,,
llama,aime,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,same_domain,correct,16,missing,,,,,
llama,aime,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,same_domain,incorrect,2,missing,,,,,
llama,aime,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,same_domain,incorrect,4,missing,,,,,
llama,aime,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,same_domain,incorrect,8,missing,,,,,
llama,aime,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,same_domain,incorrect,16,missing,,,,,
llama,aime,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,same_domain_other_dataset,correct,2,complete,run-20260318T153113Z-7d22dce1,0.06666666666666667,0.0,0.0,results/runs/llama32_3b_aime_stored_same_domain_other_dataset_correct_thinking_off_k2__7d22dce1bc2bb9ef/run-20260318T153113Z-7d22dce1.json
llama,aime,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,same_domain_other_dataset,correct,4,complete,run-20260318T153113Z-52956d5f,0.03333333333333333,0.03333333333333333,-0.03333333333333333,results/runs/llama32_3b_aime_stored_same_domain_other_dataset_correct_thinking_off_k4__52956d5f6553ac3f/run-20260318T153113Z-52956d5f.json
llama,aime,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,same_domain_other_dataset,correct,8,complete,run-20260318T153134Z-bb9a05d3,0.03333333333333333,0.03333333333333333,-0.03333333333333333,results/runs/llama32_3b_aime_stored_same_domain_other_dataset_correct_thinking_off_k8__bb9a05d3eae9b324/run-20260318T153134Z-bb9a05d3.json
llama,aime,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,same_domain_other_dataset,correct,16,complete,run-20260318T153115Z-ecce0da5,0.03333333333333333,0.03333333333333333,-0.03333333333333333,results/runs/llama32_3b_aime_stored_same_domain_other_dataset_correct_thinking_off_k16__ecce0da5d5e81476/run-20260318T153115Z-ecce0da5.json
llama,aime,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,same_domain_other_dataset,incorrect,2,complete,run-20260318T153204Z-cb160804,0.0,0.0,-0.06666666666666667,results/runs/llama32_3b_aime_stored_same_domain_other_dataset_incorrect_thinking_off_k2__cb160804f88a7ab5/run-20260318T153204Z-cb160804.json
llama,aime,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,same_domain_other_dataset,incorrect,4,complete,run-20260318T153204Z-c33fae2e,0.03333333333333333,0.0,-0.03333333333333333,results/runs/llama32_3b_aime_stored_same_domain_other_dataset_incorrect_thinking_off_k4__c33fae2e6e174411/run-20260318T153204Z-c33fae2e.json
llama,aime,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,same_domain_other_dataset,incorrect,8,complete,run-20260318T153237Z-6f7dc875,0.06666666666666667,0.0,0.0,results/runs/llama32_3b_aime_stored_same_domain_other_dataset_incorrect_thinking_off_k8__6f7dc8750fcfebda/run-20260318T153237Z-6f7dc875.json
llama,aime,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,same_domain_other_dataset,incorrect,16,complete,run-20260318T153208Z-33b8beb6,0.03333333333333333,0.03333333333333333,-0.03333333333333333,results/runs/llama32_3b_aime_stored_same_domain_other_dataset_incorrect_thinking_off_k16__33b8beb66d63ac92/run-20260318T153208Z-33b8beb6.json
llama,aime,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,cross_domain,correct,2,complete,run-20260318T152358Z-3935bcf4,0.03333333333333333,0.0,-0.03333333333333333,results/runs/llama32_3b_aime_stored_cross_domain_correct_thinking_off_k2__3935bcf421b13174/run-20260318T152358Z-3935bcf4.json
llama,aime,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,cross_domain,correct,4,complete,run-20260318T152458Z-7c2c4cb2,0.03333333333333333,0.0,-0.03333333333333333,results/runs/llama32_3b_aime_stored_cross_domain_correct_thinking_off_k4__7c2c4cb2e0da9148/run-20260318T152458Z-7c2c4cb2.json
llama,aime,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,cross_domain,correct,8,complete,run-20260318T152601Z-afb06bc3,0.03333333333333333,0.0,-0.03333333333333333,results/runs/llama32_3b_aime_stored_cross_domain_correct_thinking_off_k8__afb06bc377c4b701/run-20260318T152601Z-afb06bc3.json
llama,aime,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,cross_domain,correct,16,complete,run-20260318T152300Z-4c6914e9,0.03333333333333333,0.0,-0.03333333333333333,results/runs/llama32_3b_aime_stored_cross_domain_correct_thinking_off_k16__4c6914e902c169d7/run-20260318T152300Z-4c6914e9.json
llama,aime,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,cross_domain,incorrect,2,complete,run-20260318T152800Z-406fdb9a,0.03333333333333333,0.0,-0.03333333333333333,results/runs/llama32_3b_aime_stored_cross_domain_incorrect_thinking_off_k2__406fdb9afd180999/run-20260318T152800Z-406fdb9a.json
llama,aime,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,cross_domain,incorrect,4,complete,run-20260318T152802Z-7a9d1d4c,0.03333333333333333,0.0,-0.03333333333333333,results/runs/llama32_3b_aime_stored_cross_domain_incorrect_thinking_off_k4__7a9d1d4c9d196451/run-20260318T152802Z-7a9d1d4c.json
llama,aime,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,cross_domain,incorrect,8,complete,run-20260318T152905Z-a1cd659b,0.03333333333333333,0.0,-0.03333333333333333,results/runs/llama32_3b_aime_stored_cross_domain_incorrect_thinking_off_k8__a1cd659b82e893ce/run-20260318T152905Z-a1cd659b.json
llama,aime,run-20260324T050441Z-a02c523e,0.06666666666666667,0.3333333333333333,cross_domain,incorrect,16,complete,run-20260318T152705Z-7d310f0c,0.03333333333333333,0.0,-0.03333333333333333,results/runs/llama32_3b_aime_stored_cross_domain_incorrect_thinking_off_k16__7d310f0cfb42479a/run-20260318T152705Z-7d310f0c.json
llama,mmlu,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,baseline,,0,complete,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,0.0,results/runs/llama32_3b_mmlu_single_turn_pool_thinking_False__c30e62681c928548/run-20260317T104305Z-c30e6268.json
llama,mmlu,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,same_domain,correct,2,complete,run-20260318T162800Z-e347c444,0.523572140720695,0.0007121492664862555,0.0007121492664862172,results/runs/llama32_3b_mmlu_stored_same_domain_correct_thinking_off_k2__e347c44499fd779c/run-20260318T162800Z-e347c444.json
llama,mmlu,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,same_domain,correct,4,complete,run-20260318T163606Z-3459dd0a,0.5281298960262071,0.00035607463324312775,0.005269904571998274,results/runs/llama32_3b_mmlu_stored_same_domain_correct_thinking_off_k4__3459dd0a354dcfe6/run-20260318T163606Z-3459dd0a.json
llama,mmlu,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,same_domain,correct,8,complete,run-20260318T164847Z-6c851237,0.5245691496937758,0.00021364477994587666,0.0017091582395669658,results/runs/llama32_3b_mmlu_stored_same_domain_correct_thinking_off_k8__6c851237db77cbf8/run-20260318T164847Z-6c851237.json
llama,mmlu,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,same_domain,correct,16,complete,run-20260318T165459Z-d565996a,0.5185158809286426,0.0004272895598917533,-0.004344110525566158,results/runs/llama32_3b_mmlu_stored_same_domain_correct_thinking_off_k16__d565996a3fd5a58f/run-20260318T165459Z-d565996a.json
llama,mmlu,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,same_domain,incorrect,2,complete,run-20260318T164759Z-4e3ddd8d,0.5190143854151831,0.00064093433983763,-0.0038456060390257285,results/runs/llama32_3b_mmlu_stored_same_domain_incorrect_thinking_off_k2__4e3ddd8df6af8cf6/run-20260318T164759Z-4e3ddd8d.json
llama,mmlu,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,same_domain,incorrect,4,complete,run-20260318T165413Z-6ba56379,0.5239282153539382,0.00035607463324312775,0.0010682238997293814,results/runs/llama32_3b_mmlu_stored_same_domain_incorrect_thinking_off_k4__6ba563799a4c8b8b/run-20260318T165413Z-6ba56379.json
llama,mmlu,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,same_domain,incorrect,8,complete,run-20260318T170415Z-d9c2115a,0.5291269049992878,0.00021364477994587666,0.0062669135450790225,results/runs/llama32_3b_mmlu_stored_same_domain_incorrect_thinking_off_k8__d9c2115a1b2f766c/run-20260318T170415Z-d9c2115a.json
llama,mmlu,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,same_domain,incorrect,16,complete,run-20260318T170850Z-da1ba4f0,0.5171627973223187,0.00035607463324312775,-0.005697194131890071,results/runs/llama32_3b_mmlu_stored_same_domain_incorrect_thinking_off_k16__da1ba4f0df8df72d/run-20260318T170850Z-da1ba4f0.json
llama,mmlu,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,same_domain_other_dataset,correct,2,missing,,,,,
llama,mmlu,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,same_domain_other_dataset,correct,4,missing,,,,,
llama,mmlu,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,same_domain_other_dataset,correct,8,missing,,,,,
llama,mmlu,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,same_domain_other_dataset,correct,16,missing,,,,,
llama,mmlu,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,same_domain_other_dataset,incorrect,2,missing,,,,,
llama,mmlu,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,same_domain_other_dataset,incorrect,4,missing,,,,,
llama,mmlu,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,same_domain_other_dataset,incorrect,8,missing,,,,,
llama,mmlu,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,same_domain_other_dataset,incorrect,16,missing,,,,,
llama,mmlu,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,cross_domain,correct,2,complete,run-20260318T160845Z-e0de89a7,0.49601196410767695,0.0001424298532972511,-0.026848027346531855,results/runs/llama32_3b_mmlu_stored_cross_domain_correct_thinking_off_k2__e0de89a7143c5646/run-20260318T160845Z-e0de89a7.json
llama,mmlu,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,cross_domain,correct,4,complete,run-20260318T161333Z-3d75fa39,0.49494374020794757,0.00035607463324312775,-0.027916251246261237,results/runs/llama32_3b_mmlu_stored_cross_domain_correct_thinking_off_k4__3d75fa39ff73f0b3/run-20260318T161333Z-3d75fa39.json
llama,mmlu,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,cross_domain,correct,8,complete,run-20260318T162235Z-e7d8806d,0.4883207520296254,7.121492664862555e-05,-0.03453923942458342,results/runs/llama32_3b_mmlu_stored_cross_domain_correct_thinking_off_k8__e7d8806d12462ea7/run-20260318T162235Z-e7d8806d.json
llama,mmlu,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,cross_domain,correct,16,complete,run-20260318T163817Z-d41e8372,0.4880358923230309,0.0002848597065945022,-0.0348240991311779,results/runs/llama32_3b_mmlu_stored_cross_domain_correct_thinking_off_k16__d41e837231106d59/run-20260318T163817Z-d41e8372.json
llama,mmlu,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,cross_domain,incorrect,2,complete,run-20260318T161259Z-c7ac881c,0.498860561173622,0.0004985044865403788,-0.02399943028058682,results/runs/llama32_3b_mmlu_stored_cross_domain_incorrect_thinking_off_k2__c7ac881cdb448866/run-20260318T161259Z-c7ac881c.json
llama,mmlu,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,cross_domain,incorrect,4,complete,run-20260318T161740Z-40dccd1d,0.49230878792194843,0.0001424298532972511,-0.030551203532260374,results/runs/llama32_3b_mmlu_stored_cross_domain_incorrect_thinking_off_k4__40dccd1d36ed28bd/run-20260318T161740Z-40dccd1d.json
llama,mmlu,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,cross_domain,incorrect,8,complete,run-20260318T163406Z-088b752f,0.4905284147557328,0.00035607463324312775,-0.03233157669847603,results/runs/llama32_3b_mmlu_stored_cross_domain_incorrect_thinking_off_k8__088b752f0282a9d8/run-20260318T163406Z-088b752f.json
llama,mmlu,run-20260317T104305Z-c30e6268,0.5228599914542088,0.057897735365332575,cross_domain,incorrect,16,complete,run-20260318T164004Z-f60e2e26,0.4915254237288136,0.00021364477994587666,-0.031334567725395224,results/runs/llama32_3b_mmlu_stored_cross_domain_incorrect_thinking_off_k16__f60e2e26abc5febd/run-20260318T164004Z-f60e2e26.json
mistral,gpqa,run-20260317T105040Z-7f11db30,0.10491071428571429,0.65625,baseline,,0,complete,run-20260317T105040Z-7f11db30,0.10491071428571429,0.65625,0.0,results/runs/mistral7b_gpqa_single_turn_pool_thinking_False__7f11db30d1a647e4/run-20260317T105040Z-7f11db30.json
mistral,gpqa,run-20260317T105040Z-7f11db30,0.10491071428571429,0.65625,same_domain,correct,2,missing,,,,,
mistral,gpqa,run-20260317T105040Z-7f11db30,0.10491071428571429,0.65625,same_domain,correct,4,missing,,,,,
mistral,gpqa,run-20260317T105040Z-7f11db30,0.10491071428571429,0.65625,same_domain,correct,8,missing,,,,,
mistral,gpqa,run-20260317T105040Z-7f11db30,0.10491071428571429,0.65625,same_domain,correct,16,missing,,,,,
mistral,gpqa,run-20260317T105040Z-7f11db30,0.10491071428571429,0.65625,same_domain,incorrect,2,complete,run-20260318T170221Z-8f292a40,0.27455357142857145,0.0,0.16964285714285715,results/runs/mistral7b_gpqa_stored_same_domain_incorrect_thinking_off_k2__8f292a40c4c36a85/run-20260318T170221Z-8f292a40.json
mistral,gpqa,run-20260317T105040Z-7f11db30,0.10491071428571429,0.65625,same_domain,incorrect,4,complete,run-20260318T170515Z-69f239fa,0.2924107142857143,0.0,0.1875,results/runs/mistral7b_gpqa_stored_same_domain_incorrect_thinking_off_k4__69f239fa4876f38c/run-20260318T170515Z-69f239fa.json
mistral,gpqa,run-20260317T105040Z-7f11db30,0.10491071428571429,0.65625,same_domain,incorrect,8,complete,run-20260318T170645Z-3be4b395,0.2544642857142857,0.0,0.1495535714285714,results/runs/mistral7b_gpqa_stored_same_domain_incorrect_thinking_off_k8__3be4b395c1bdaa8d/run-20260318T170645Z-3be4b395.json
mistral,gpqa,run-20260317T105040Z-7f11db30,0.10491071428571429,0.65625,same_domain,incorrect,16,complete,run-20260318T170633Z-9e90c157,0.2700892857142857,0.002232142857142857,0.1651785714285714,results/runs/mistral7b_gpqa_stored_same_domain_incorrect_thinking_off_k16__9e90c157d7302438/run-20260318T170633Z-9e90c157.json
mistral,gpqa,run-20260317T105040Z-7f11db30,0.10491071428571429,0.65625,same_domain_other_dataset,correct,2,complete,run-20260318T170508Z-a76f6728,0.26785714285714285,0.002232142857142857,0.16294642857142855,results/runs/mistral7b_gpqa_stored_same_domain_other_dataset_correct_thinking_off_k2__a76f67286793e187/run-20260318T170508Z-a76f6728.json
mistral,gpqa,run-20260317T105040Z-7f11db30,0.10491071428571429,0.65625,same_domain_other_dataset,correct,4,complete,run-20260318T170704Z-f2610405,0.26339285714285715,0.006696428571428571,0.15848214285714285,results/runs/mistral7b_gpqa_stored_same_domain_other_dataset_correct_thinking_off_k4__f26104053daa3061/run-20260318T170704Z-f2610405.json
mistral,gpqa,run-20260317T105040Z-7f11db30,0.10491071428571429,0.65625,same_domain_other_dataset,correct,8,complete,run-20260318T170813Z-5c722046,0.27232142857142855,0.002232142857142857,0.16741071428571425,results/runs/mistral7b_gpqa_stored_same_domain_other_dataset_correct_thinking_off_k8__5c722046a7a1b4d7/run-20260318T170813Z-5c722046.json
mistral,gpqa,run-20260317T105040Z-7f11db30,0.10491071428571429,0.65625,same_domain_other_dataset,correct,16,complete,run-20260318T170608Z-f55e726b,0.2857142857142857,0.0,0.1808035714285714,results/runs/mistral7b_gpqa_stored_same_domain_other_dataset_correct_thinking_off_k16__f55e726b068e1a54/run-20260318T170608Z-f55e726b.json
mistral,gpqa,run-20260317T105040Z-7f11db30,0.10491071428571429,0.65625,same_domain_other_dataset,incorrect,2,complete,run-20260318T170829Z-6c3b6141,0.25669642857142855,0.002232142857142857,0.15178571428571425,results/runs/mistral7b_gpqa_stored_same_domain_other_dataset_incorrect_thinking_off_k2__6c3b6141de398a1e/run-20260318T170829Z-6c3b6141.json
mistral,gpqa,run-20260317T105040Z-7f11db30,0.10491071428571429,0.65625,same_domain_other_dataset,incorrect,4,complete,run-20260318T170922Z-49b399e9,0.2857142857142857,0.002232142857142857,0.1808035714285714,results/runs/mistral7b_gpqa_stored_same_domain_other_dataset_incorrect_thinking_off_k4__49b399e9ce3a092a/run-20260318T170922Z-49b399e9.json
mistral,gpqa,run-20260317T105040Z-7f11db30,0.10491071428571429,0.65625,same_domain_other_dataset,incorrect,8,complete,run-20260318T170927Z-6eab89a7,0.24330357142857142,0.002232142857142857,0.13839285714285715,results/runs/mistral7b_gpqa_stored_same_domain_other_dataset_incorrect_thinking_off_k8__6eab89a7592a2071/run-20260318T170927Z-6eab89a7.json
mistral,gpqa,run-20260317T105040Z-7f11db30,0.10491071428571429,0.65625,same_domain_other_dataset,incorrect,16,complete,run-20260318T170854Z-3d9e2708,0.2544642857142857,0.004464285714285714,0.1495535714285714,results/runs/mistral7b_gpqa_stored_same_domain_other_dataset_incorrect_thinking_off_k16__3d9e270837aec347/run-20260318T170854Z-3d9e2708.json
mistral,gpqa,run-20260317T105040Z-7f11db30,0.10491071428571429,0.65625,cross_domain,correct,2,complete,run-20260318T165834Z-7efffa29,0.2700892857142857,0.004464285714285714,0.1651785714285714,results/runs/mistral7b_gpqa_stored_cross_domain_correct_thinking_off_k2__7efffa29c80e25d8/run-20260318T165834Z-7efffa29.json
mistral,gpqa,run-20260317T105040Z-7f11db30,0.10491071428571429,0.65625,cross_domain,correct,4,complete,run-20260318T165829Z-94e6262f,0.26339285714285715,0.006696428571428571,0.15848214285714285,results/runs/mistral7b_gpqa_stored_cross_domain_correct_thinking_off_k4__94e6262fb2c2fd6a/run-20260318T165829Z-94e6262f.json
